r,p,sample_size,population_r
0.11700790174220435,0.4721209589637051,40,0.15
0.09250346552691126,0.5702311534799384,40,0.15
0.010342827902504258,0.9494948575678261,40,0.15
0.16025355360980895,0.32325233020952715,40,0.15
0.19852064332929317,0.21944395500209857,40,0.15
0.3037858236624792,0.056689626535364634,40,0.15
-0.08671618483612249,0.59468841928243,40,0.15
0.5298426805917675,4.3799036079499135e-4,40,0.15
0.17927200385014785,0.26835487982829603,40,0.15
0.005711356947435716,0.9720983877512792,40,0.15
0.15675397598033017,0.33406873393817627,40,0.15
-0.03701230487369189,0.8206250821198624,40,0.15
0.24501270900792926,0.12756090112841864,40,0.15
-0.10622162975247075,0.5141746404060326,40,0.15
0.3564007308324898,0.02398961092366133,40,0.15
-0.0853762657140874,0.6004158314586147,40,0.15
0.2779630600791657,0.08244814159027651,40,0.15
0.2762931632614511,0.08438453069570984,40,0.15
0.3613885279271095,0.021952417709051555,40,0.15
0.22753446562677693,0.15794376714624758,40,0.15
0.1547026659497869,0.34051175337426,40,0.15
0.21816364198899638,0.17625036620594314,40,0.15
-0.14070850606445912,0.38647945229559777,40,0.15
0.14211810404234998,0.3816914166018667,40,0.15
-0.046573524189705215,0.7753597037554887,40,0.15
-7.361919061555181e-4,0.9964027997501521,40,0.15
-0.2631001153543354,0.10094919785463409,40,0.15
0.14326843609970283,0.377810054151663,40,0.15
0.2865855516755689,0.07299404920887954,40,0.15
0.0574968781173678,0.724536160996692,40,0.15
0.2987092604875485,0.06116560354411719,40,0.15
0.37958147298368206,0.01570320821119824,40,0.15
0.3071390537355759,0.05387940433449379,40,0.15
0.26789601392638396,0.09466210092566629,40,0.15
0.2520378426141376,0.1166645045894314,40,0.15
0.11756314181018485,0.47000661686231004,40,0.15
0.0671368374462194,0.6806244112322327,40,0.15
0.07567081196271891,0.6425942254711835,40,0.15
0.2369988024868323,0.06826725482825013,60,0.15
0.20235072702367451,0.12101718180299345,60,0.15
-0.14548020821157526,0.26739020058544183,60,0.15
0.16519117918173395,0.20718827106972257,60,0.15
0.15596845095945963,0.23404192316377667,60,0.15
-0.095460000493759245,0.4681240841137375,60,0.15
-0.15800245354477532,0.22792267102846328,60,0.15
0.10115837177367075,0.4418564757238733,60,0.15
0.17396165426472154,0.18374354829989745,60,0.15
0.15946032581887978,0.22360557875923823,60,0.15
0.07810096500377012,0.5530817573333213,60,0.15
0.23306133815694743,0.07312067368583261,60,0.15
0.11090037212315704,0.3989117065270874,60,0.15
0.2616273566156908,0.043461634583701954,60,0.15
0.3668044402369619,0.0039428239453948724,60,0.15
0.021378936773047273,0.8711992027840001,60,0.15
0.04043318525118147,0.7590479733562646,60,0.15
0.4044274604108362,0.0013511171129043438,60,0.15
0.04478641720030316,0.7340169559888599,60,0.15
0.2861149293690366,0.026679862025552618,60,0.15
-0.004501969651702574,0.9727665534534541,60,0.15
0.2548316378718352,0.0494180457515632,60,0.15
0.1904848388457826,0.14488564525009373,60,0.15
0.15332540279372406,0.24216153236763605,60,0.15
0.23875709936915304,0.06618493353787798,60,0.15
0.13043891604200758,0.32052799549057015,60,0.15
0.3118925349932597,0.015268849110521012,60,0.15
0.16006643052337322,0.22182763536376815,60,0.15
0.060788190266973186,0.644522200450165,60,0.15
0.3248911470561596,0.011316381671140234,60,0.15
0.17851995531512121,0.1723435824133415,60,0.15
0.1499818675549166,0.25270670390558253,60,0.15
0.3088337957073121,0.016354559724310998,60,0.15
0.1882142376486649,0.14982802956611643,60,0.15
-0.02787239643757657,0.8325766929376516,60,0.15
-0.021695621851859716,0.8693078706463839,60,0.15
0.17139581560610406,0.19039485101263873,60,0.15
